timestamp_utc,tournament_name,seed,n_iterations,csv_path,json_path,metadata_path,model_artifact_sha256
2026-09-22T11:06:17Z,starladder,42,1000000,results/starladder/starladder_20260922T110617Z_seed42_n1000000.csv,results/starladder/starladder_20260922T110617Z_seed42_n1000000.json,results/starladder/starladder_20260922T110617Z_seed42_n1000000_metadata.json,a3ab81428571b5147cf944fd14fd7c1aba9e0abbb5b56bf4db12e64a23ebcfd0
2026-09-22T11:06:17Z,starladder,99,1000000,results/starladder/starladder_20260922T110617Z_seed99_n1000000.csv,results/starladder/starladder_20260922T110617Z_seed99_n1000000.json,results/starladder/starladder_20260922T110617Z_seed99_n1000000_metadata.json,a3ab81428571b5147cf944fd14fd7c1aba9e0abbb5b56bf4db12e64a23ebcfd0
