team,map_name,pistol_round_win_rate,n_pistol_rounds,ct_win_rate,n_ct_rounds,t_win_rate,n_t_rounds
Derpy diamond dudes,Nuke,1.0,2,0.45454545454545453,11,0.4166666666666667,12
DesperateGirls,Ancient,0.5,2,0.5833333333333334,12,0.5,12
DesperateGirls,Dust2,0.5,2,0.4166666666666667,12,0.4,10
DesperateGirls,Train,0.5,2,0.4166666666666667,12,0.5,12
Devastation,Anubis,0.5,2,0.0,8,0.5833333333333334,12
Devastation,Mirage,0.5,2,0.45454545454545453,11,0.4166666666666667,12
Dewa United,Ancient,0.875,8,0.5106382978723404,47,0.5121951219512195,41
Dewa United,Anubis,0.75,8,0.4186046511627907,43,0.5526315789473685,38
Dewa United,Inferno,0.25,4,0.35,20,0.2777777777777778,18
Dewa United,Mirage,0.5,2,0.5,12,0.0,7
Dewa United,Nuke,0.5,2,0.25,12,0.42857142857142855,7
DogEvil,Ancient,0.4166666666666667,12,0.4528301886792453,53,0.5652173913043478,69
DogEvil,Anubis,0.4375,16,0.46875,96,0.5,74
DogEvil,Inferno,0.21428571428571427,14,0.5974025974025974,77,0.4583333333333333,72
DogEvil,Mirage,0.5,22,0.4621212121212121,132,0.4574468085106383,94
DogEvil,Nuke,0.5,8,0.5128205128205128,39,0.5365853658536586,41
Doner,Ancient,0.5,2,0.2857142857142857,7,0.3333333333333333,12
Doner,Dust2,0.5,2,0.3333333333333333,12,0.6666666666666666,12
Dragon EC,Ancient,1.0,2,0.3333333333333333,12,0.5454545454545454,11
Dragon EC,Dust2,0.5,2,0.16666666666666666,12,0.5,6
Dragon EC,Inferno,0.75,4,0.6666666666666666,21,0.4583333333333333,24
Dragon EC,Mirage,1.0,2,0.5833333333333334,12,0.75,8
Dreams To Legends,Ancient,0.5,6,0.5625,32,0.65625,32
Dreams To Legends,Anubis,0.0,2,0.6666666666666666,12,0.7142857142857143,7
Dreams To Legends,Dust2,0.0,2,0.3333333333333333,9,0.4166666666666667,12
Dreams To Legends,Mirage,0.5,2,0.5,12,0.36363636363636365,11
Dreams To Legends,Nuke,0.6666666666666666,6,0.5161290322580645,31,0.39285714285714285,28
Dripmen,Ancient,0.5,2,0.25,12,0.0,4
Dripmen,Anubis,0.5,2,0.3333333333333333,6,0.25,12
Dripmen,Dust2,0.5,4,0.5652173913043478,23,0.5,24
Dripmen,Inferno,0.25,4,0.4375,16,0.3333333333333333,24
Dripmen,Nuke,0.5,6,0.5333333333333333,30,0.5555555555555556,36
Dripmen,Overpass,1.0,2,0.5,12,0.5,12
Dripmen,Train,0.5,2,0.5,12,0.7,10
Dusty Roots,Ancient,0.5166666666666667,60,0.44551282051282054,312,0.47840531561461797,301
Dusty Roots,Dust2,0.575,80,0.455,400,0.5136363636363637,440
Dusty Roots,Inferno,0.5740740740740741,54,0.46691176470588236,272,0.5053763440860215,279
Dusty Roots,Mirage,0.6964285714285714,56,0.48484848484848486,330,0.4801587301587302,252
Dusty Roots,Nuke,0.5357142857142857,84,0.5148741418764302,437,0.47058823529411764,459
Dusty Roots,Train,0.6,30,0.5514705882352942,136,0.5232558139534884,172
Dusty Roses,Ancient,0.0,2,0.4166666666666667,12,0.0,6
Dusty Roses,Dust2,0.375,8,0.3333333333333333,36,0.4166666666666667,48
Dusty Roses,Mirage,0.0,2,0.16666666666666666,12,0.25,4
Dusty Roses,Nuke,0.0,4,0.125,24,0.0,5
Dusty Roses,Overpass,0.0,2,0.0,2,0.08333333333333333,12
Dusty Roses,Train,0.5,2,0.3333333333333333,12,0.4444444444444444,9
Dziuseppe,Ancient,0.5,8,0.43243243243243246,37,0.3958333333333333,48
Dziuseppe,Dust2,0.0,2,0.5,12,0.4166666666666667,12
Dziuseppe,Inferno,0.0,2,0.4,10,0.4166666666666667,12
Dziuseppe,Mirage,0.5,8,0.4791666666666667,48,0.325,40
Dziuseppe,Nuke,0.16666666666666666,6,0.32142857142857145,28,0.42424242424242425,33
Dziuseppe,Train,0.5,2,0.3333333333333333,3,0.08333333333333333,12
E-Xolos LAZER,Ancient,0.5384615384615384,26,0.4247787610619469,113,0.5136986301369864,146
E-Xolos LAZER,Anubis,0.4444444444444444,18,0.42696629213483145,89,0.5517241379310345,87
E-Xolos LAZER,Dust2,0.625,8,0.5714285714285714,42,0.4523809523809524,42
E-Xolos LAZER,Inferno,0.3333333333333333,12,0.3787878787878788,66,0.6,60
E-Xolos LAZER,Mirage,0.5,22,0.4409448818897638,127,0.5384615384615384,104
E-Xolos LAZER,Nuke,0.5,12,0.5873015873015873,63,0.3939393939393939,66
E9,Ancient,0.3333333333333333,6,0.4444444444444444,36,0.3076923076923077,13
E9,Anubis,0.5,4,0.5833333333333334,24,0.5238095238095238,21
E9,Inferno,1.0,2,0.3333333333333333,12,0.5833333333333334,12
E9,Nuke,0.5,2,1.0,12,0.08333333333333333,12
EC BANGA,Anubis,1.0,2,0.3333333333333333,9,0.4166666666666667,12
EC BANGA,Inferno,0.5,4,0.625,24,0.4166666666666667,24
EC BANGA,Mirage,0.25,4,0.5,24,0.4,15
EC BANGA,Nuke,1.0,2,0.3333333333333333,12,0.6666666666666666,12
ECLOT,Ancient,0.46195652173913043,184,0.5046343975283213,971,0.52,975
ECLOT,Anubis,0.5423728813559322,118,0.43478260869565216,621,0.5725806451612904,620
ECLOT,Dust2,0.525,80,0.486810551558753,417,0.5353535353535354,396
ECLOT,Inferno,0.4696969696969697,132,0.5362318840579711,690,0.5441389290882779,691
ECLOT,Mirage,0.476,250,0.5336617405582923,1218,0.5010924981791697,1373
ECLOT,Nuke,0.46153846153846156,130,0.5,738,0.4472843450479233,626
ECLOT,Overpass,0.4,20,0.42,100,0.525,120
ECLOT,Train,0.5476190476190477,42,0.5462184873949579,238,0.3384615384615385,195
ECSTATIC,Ancient,0.5078125,128,0.5055555555555555,720,0.5150078988941548,633
ECSTATIC,Anubis,0.47297297297297297,74,0.38904109589041097,365,0.4913151364764268,403
ECSTATIC,Dust2,0.5476190476190477,84,0.45625,480,0.5222772277227723,404
ECSTATIC,Inferno,0.512987012987013,154,0.45666235446313064,773,0.5611510791366906,834
ECSTATIC,Mirage,0.5535714285714286,56,0.5508982035928144,334,0.4444444444444444,243
ECSTATIC,Nuke,0.525,160,0.5844980940279543,787,0.4793577981651376,872
ECSTATIC,Overpass,0.8333333333333334,6,0.4,35,0.5357142857142857,28
ECSTATIC,Train,0.5714285714285714,112,0.5985267034990792,543,0.5206106870229008,655
ECSTATIC,Vertigo,0.5,76,0.521505376344086,372,0.5257009345794392,428
EGOISTO,Ancient,0.6666666666666666,6,0.5151515151515151,33,0.35294117647058826,34
EGOISTO,Anubis,0.6666666666666666,6,0.4411764705882353,34,0.5277777777777778,36
EGOISTO,Inferno,1.0,2,0.75,12,0.6666666666666666,6
EGOISTO,Mirage,0.625,8,0.5333333333333333,30,0.6041666666666666,48
EGOISTO,Train,0.5,4,0.5416666666666666,24,0.5217391304347826,23
ENCE,Ancient,0.44285714285714284,140,0.5563689604685212,683,0.49476439790575916,764
ENCE,Anubis,0.5714285714285714,84,0.47477064220183485,436,0.5775280898876405,445
ENCE,Dust2,0.6228070175438597,114,0.49409780775716694,593,0.6049180327868853,610
ENCE,Mirage,0.42592592592592593,108,0.5052816901408451,568,0.4562043795620438,548
ENCE,Nuke,0.48863636363636365,88,0.5280665280665281,481,0.4486873508353222,419
ENCE,Overpass,0.5,16,0.6704545454545454,88,0.3972602739726027,73
ENCE,Train,0.453125,64,0.5644699140401146,349,0.4391025641025641,312
ENCE,Vertigo,0.4444444444444444,18,0.5494505494505495,91,0.5368421052631579,95
ENCE Academy,Ancient,0.48717948717948717,78,0.5107398568019093,419,0.44761904761904764,420
ENCE Academy,Anubis,0.41935483870967744,62,0.3442622950819672,305,0.5698005698005698,351
ENCE Academy,Dust2,0.34210526315789475,38,0.418848167539267,191,0.458128078817734,203
ENCE Academy,Inferno,0.25,4,0.3333333333333333,18,0.2222222222222222,18
ENCE Academy,Mirage,0.4880952380952381,84,0.48699763593380613,423,0.48596112311015116,463
ENCE Academy,Nuke,0.4387755102040816,98,0.4946004319654428,463,0.4766187050359712,556
ENCE Academy,Overpass,0.16666666666666666,6,0.6206896551724138,29,0.3076923076923077,26
ENCE Academy,Train,0.4090909090909091,22,0.3560606060606061,132,0.41379310344827586,87
ENCE Academy,Vertigo,0.625,8,0.3333333333333333,45,0.625,40
ENCE Athena,Anubis,0.0,2,0.5833333333333334,12,0.3333333333333333,12
ENCE Athena,Dust2,0.16666666666666666,6,0.3333333333333333,33,0.5277777777777778,36
ENCE Athena,Inferno,0.16666666666666666,6,0.2222222222222222,36,0.42105263157894735,19
ENCE Athena,Mirage,0.0,2,0.25,12,0.0,4
ENCE Athena,Vertigo,0.75,4,0.42105263157894735,19,0.375,24
ENERGYULTRA,Ancient,0.55,20,0.6702127659574468,94,0.40707964601769914,113
ENERGYULTRA,Anubis,0.0,2,0.4166666666666667,12,0.5833333333333334,12
ENERGYULTRA,Dust2,0.0,2,0.08333333333333333,12,0.0,2
ENERGYULTRA,Inferno,0.4166666666666667,12,0.5079365079365079,63,0.4166666666666667,48
ENERGYULTRA,Mirage,0.5,2,0.25,12,0.2,5
ENERGYULTRA,Nuke,0.625,8,0.6458333333333334,48,0.5454545454545454,33
ENERGYULTRA,Train,0.25,8,0.4878048780487805,41,0.46153846153846156,39
ENTiTY,Ancient,0.16666666666666666,6,0.34615384615384615,26,0.53125,32
ENTiTY,Dust2,0.375,8,0.55,40,0.4090909090909091,44
ENTiTY,Inferno,1.0,2,0.75,12,1.0,4
ENTiTY,Mirage,0.25,4,0.55,20,0.5833333333333334,24
ENTiTY,Nuke,0.0,2,0.4166666666666667,12,0.5833333333333334,12
ESC,Ancient,0.527027027027027,74,0.5652173913043478,391,0.558974358974359,390
ESC,Anubis,0.5,52,0.5304054054054054,296,0.5957446808510638,235
ESC,Dust2,0.6290322580645161,62,0.5514285714285714,350,0.470404984423676,321
ESC,Inferno,0.5,42,0.48695652173913045,230,0.5545023696682464,211
ESC,Mirage,0.5657894736842105,76,0.6244239631336406,434,0.46195652173913043,368
ESC,Nuke,0.5909090909090909,110,0.6337209302325582,516,0.5490196078431373,612
ESC,Overpass,0.6666666666666666,12,0.5277777777777778,72,0.40816326530612246,49
ESC,Train,0.6666666666666666,6,0.6666666666666666,30,0.3333333333333333,27
EXDHQ,Ancient,1.0,2,0.5833333333333334,12,0.2727272727272727,11
EXDHQ,Inferno,0.5,2,0.16666666666666666,6,0.3333333333333333,12
EXSAD,Ancient,0.0,2,0.25,12,0.0,4
EXSAD,Inferno,1.0,2,0.4166666666666667,12,0.25,8
EYEBALLERS,Ancient,0.4642857142857143,84,0.4168466522678186,463,0.5202702702702703,444
EYEBALLERS,Anubis,0.5434782608695652,46,0.4625,240,0.5327510917030568,229
EYEBALLERS,Dust2,0.5384615384615384,52,0.5517241379310345,290,0.5144927536231884,276
EYEBALLERS,Inferno,0.47368421052631576,76,0.5104166666666666,384,0.5210280373831776,428
EYEBALLERS,Mirage,0.49056603773584906,106,0.5078534031413613,573,0.48606271777003485,574
EYEBALLERS,Nuke,0.4423076923076923,52,0.45307443365695793,309,0.4675324675324675,231
EYEBALLERS,Overpass,0.5416666666666666,24,0.6517857142857143,112,0.4305555555555556,144
EYEBALLERS,Train,0.5714285714285714,42,0.6468085106382979,235,0.4889867841409692,227
Eco Warriors,Ancient,0.5416666666666666,24,0.536,125,0.5040650406504065,123
Eco Warriors,Anubis,0.75,8,0.47619047619047616,42,0.625,48
Eco Warriors,Dust2,0.45,20,0.5157894736842106,95,0.5113636363636364,88
Eco Warriors,Inferno,0.375,8,0.6578947368421053,38,0.5294117647058824,34
Eco Warriors,Mirage,0.3888888888888889,18,0.5402298850574713,87,0.5168539325842697,89
Eco Warriors,Nuke,0.5625,16,0.4375,96,0.4406779661016949,59
Eco Warriors,Train,0.5,2,0.5,12,0.36363636363636365,11
Elevate,Ancient,0.46875,32,0.5240963855421686,166,0.5,164
Elevate,Anubis,0.6666666666666666,6,0.4838709677419355,31,0.5454545454545454,33
Elevate,Dust2,0.4722222222222222,36,0.5497382198952879,191,0.5684210526315789,190
Elevate,Inferno,0.5555555555555556,18,0.5666666666666667,90,0.43434343434343436,99
Elevate,Mirage,0.6666666666666666,36,0.6046511627906976,172,0.4943820224719101,178
Elevate,Nuke,0.5,32,0.5621621621621622,185,0.5263157894736842,152
Elevate,Train,0.625,8,0.42857142857142855,42,0.4375,32
Elocon,Ancient,1.0,2,0.5,10,0.3333333333333333,12
Elocon,Mirage,0.5,2,0.16666666666666666,12,0.4,5
Elocon,Vertigo,1.0,2,0.6666666666666666,12,0.3333333333333333,12
Endpoint,Ancient,0.4444444444444444,54,0.4620253164556962,316,0.4864864864864865,259
Endpoint,Anubis,0.59375,32,0.4652777777777778,144,0.5517241379310345,174
Endpoint,Dust2,0.2916666666666667,24,0.3893129770992366,131,0.4956521739130435,115
Endpoint,Inferno,0.47058823529411764,34,0.44508670520231214,173,0.44808743169398907,183
Endpoint,Mirage,0.425,40,0.457286432160804,199,0.5131578947368421,228
Endpoint,Train,1.0,2,0.3333333333333333,12,0.2857142857142857,7
Endpoint,Vertigo,0.5714285714285714,28,0.5460992907801419,141,0.49640287769784175,139
Enjoy,Dust2,0.5,2,0.5833333333333334,12,0.2,10
Enterprise,Ancient,0.5,12,0.40298507462686567,67,0.5423728813559322,59
Enterprise,Anubis,0.25,8,0.375,32,0.5777777777777777,45
Enterprise,Dust2,0.75,8,0.46808510638297873,47,0.6341463414634146,41
Enterprise,Inferno,0.5,8,0.42857142857142855,35,0.4090909090909091,44
Enterprise,Mirage,0.5,22,0.36363636363636365,132,0.42857142857142855,91
Enterprise,Nuke,0.5,18,0.5054945054945055,91,0.49523809523809526,105
Enterprise,Vertigo,0.75,4,0.3333333333333333,21,0.6086956521739131,23
Enterprise Gen,Ancient,0.75,4,0.6666666666666666,24,0.23809523809523808,21
Enterprise Gen,Anubis,0.75,4,0.4166666666666667,24,0.5625,16
Enterprise Gen,Mirage,0.5,4,0.391304347826087,23,0.5,24
Eruption,Ancient,0.56,50,0.5,268,0.5224489795918368,245
Eruption,Anubis,0.5333333333333333,30,0.5060240963855421,166,0.6554054054054054,148
Eruption,Dust2,0.5789473684210527,38,0.4727272727272727,165,0.4883720930232558,215
Eruption,Inferno,0.6666666666666666,12,0.375,72,0.5230769230769231,65
Eruption,Mirage,0.5,28,0.56,150,0.5703703703703704,135
Eruption,Nuke,0.7727272727272727,22,0.4959349593495935,123,0.5486725663716814,113
Eruption,Overpass,0.5,6,0.6111111111111112,36,0.36363636363636365,33
Eruption,Train,0.625,8,0.5263157894736842,38,0.391304347826087,46
Esprots,Ancient,0.75,4,0.5263157894736842,19,0.7619047619047619,21
Esprots,Dust2,1.0,2,0.5833333333333334,12,1.0,6
Esprots,Mirage,0.5,2,0.5,12,0.7,10
Eternal Fire,Ancient,0.3333333333333333,12,0.4507042253521127,71,0.4696969696969697,66
Eternal Fire,Anubis,0.546875,64,0.5070422535211268,355,0.6042296072507553,331
Eternal Fire,Dust2,0.4375,112,0.5175438596491229,570,0.49666666666666665,600
Eternal Fire,Inferno,0.5084745762711864,118,0.4960254372019078,629,0.5451664025356577,631
Eternal Fire,Mirage,0.5555555555555556,90,0.5786163522012578,477,0.5194508009153318,437
Eternal Fire,Nuke,0.4883720930232558,86,0.5592841163310962,447,0.5077951002227171,449
Eternal Fire,Overpass,0.603448275862069,58,0.5338078291814946,281,0.49710982658959535,346
Eternal Fire,Train,0.5681818181818182,44,0.5057915057915058,259,0.4519230769230769,208
Eternal Fire,Vertigo,0.6,10,0.6666666666666666,45,0.5166666666666667,60
Eternal Fire Academy,Anubis,0.5,2,0.125,8,0.5,12
Eternal Fire Academy,Dust2,0.5,4,0.7083333333333334,24,0.4,15
Eternal Fire Academy,Inferno,0.5,6,0.6,25,0.45714285714285713,35
Eternal Fire Academy,Mirage,0.0,2,0.5833333333333334,12,0.2,10
Eternal Fire Academy,Nuke,0.0,2,0.5833333333333334,12,0.5454545454545454,11
Exceed,Ancient,0.5,4,0.4166666666666667,24,0.6470588235294118,17
Exceed,Dust2,0.75,4,0.4444444444444444,18,0.8181818181818182,22
Exceed,Inferno,0.5,2,0.2727272727272727,11,0.5833333333333334,12
Exceritus,Ancient,0.0,6,0.38095238095238093,21,0.6388888888888888,36
Exceritus,Anubis,0.0,2,0.2,5,0.25,12
Exceritus,Dust2,0.0,4,0.3333333333333333,24,0.47058823529411764,17
Exceritus,Inferno,0.3333333333333333,6,0.2777777777777778,36,0.5217391304347826,23
Exceritus,Mirage,0.5,8,0.46153846153846156,39,0.3888888888888889,36
Exceritus,Train,0.6666666666666666,6,0.6153846153846154,13,0.5833333333333334,36
Exsto,Dust2,0.5,4,0.375,24,0.42105263157894735,19
Exsto,Inferno,0.0,2,0.25,12,0.2,5
Exsto,Mirage,0.3333333333333333,6,0.22727272727272727,22,0.4166666666666667,36
Exsto,Train,0.5,2,0.5833333333333334,12,0.6666666666666666,9
Exusiai,Ancient,0.5,2,0.5,8,0.25,12
Exusiai,Dust2,0.5,2,0.25,12,0.5555555555555556,9
Exusiai,Nuke,1.0,2,0.6,10,0.5833333333333334,12
F5,Anubis,0.5,2,0.3333333333333333,12,0.16666666666666666,6
F5,Dust2,0.5,2,0.3333333333333333,12,0.5,10
FACEITPLAYERS,Ancient,0.75,4,0.5833333333333334,12,0.5,24
FACEITPLAYERS,Inferno,1.0,2,0.75,8,0.5833333333333334,12
FACEITPLAYERS,Train,0.0,2,0.16666666666666666,12,0.25,4
FAVBET,Ancient,0.5555555555555556,162,0.5088105726872246,908,0.5068836045056321,799
FAVBET,Anubis,0.4411764705882353,136,0.4321475625823452,759,0.5924895688456189,719
FAVBET,Dust2,0.5151515151515151,132,0.49577464788732395,710,0.5259146341463414,656
FAVBET,Inferno,0.5511363636363636,176,0.48568019093078757,838,0.5479723046488625,1011
FAVBET,Mirage,0.6666666666666666,6,0.5,34,0.3888888888888889,36
FAVBET,Nuke,0.4928571428571429,140,0.5190839694656488,786,0.4815950920245399,652
FAVBET,Overpass,0.43333333333333335,30,0.5314285714285715,175,0.40131578947368424,152
FAVBET,Train,0.5483870967741935,62,0.5392857142857143,280,0.5,350
FAVBET,Vertigo,0.42857142857142855,28,0.48344370860927155,151,0.5333333333333333,135
FLUFFY AIMERS,Ancient,0.42105263157894735,38,0.46195652173913043,184,0.5520361990950227,221
FLUFFY AIMERS,Anubis,0.5,16,0.4393939393939394,66,0.5294117647058824,85
FLUFFY AIMERS,Dust2,0.5,20,0.5106382978723404,94,0.5272727272727272,110
FLUFFY AIMERS,Inferno,1.0,2,0.3333333333333333,12,0.5833333333333334,12
FLUFFY AIMERS,Mirage,0.5454545454545454,22,0.4765625,128,0.4215686274509804,102
FLUFFY AIMERS,Nuke,0.1,10,0.5833333333333334,60,0.4772727272727273,44
FLUFFY AIMERS,Vertigo,0.5,20,0.5135135135135135,111,0.5357142857142857,112
FLUFFY MAFIA,Ancient,0.6,10,0.65,60,0.5454545454545454,44
FLUFFY MAFIA,Anubis,0.75,8,0.5116279069767442,43,0.5957446808510638,47
FLUFFY MAFIA,Dust2,1.0,2,0.4166666666666667,12,0.5833333333333334,12
FLUFFY MAFIA,Mirage,0.5,4,0.4375,16,0.4090909090909091,22
FLUFFY MAFIA,Vertigo,0.5,2,0.6666666666666666,12,0.3333333333333333,12
FLuffy Gangsters,Ancient,0.532258064516129,62,0.4864864864864865,296,0.4955223880597015,335
FLuffy Gangsters,Anubis,0.39285714285714285,56,0.3675496688741722,302,0.5574324324324325,296
FLuffy Gangsters,Dust2,0.3888888888888889,18,0.4537037037037037,108,0.4473684210526316,76
FLuffy Gangsters,Inferno,0.5,8,0.5217391304347826,46,0.2777777777777778,36
FLuffy Gangsters,Mirage,0.3793103448275862,58,0.4507936507936508,315,0.5479876160990712,323
FLuffy Gangsters,Nuke,0.34615384615384615,26,0.4666666666666667,150,0.3805309734513274,113
FLuffy Gangsters,Train,0.5,2,0.5833333333333334,12,0.4166666666666667,12
FLuffy Gangsters,Vertigo,0.5,6,0.4166666666666667,24,0.5517241379310345,29
FOLHA AMARELA,Ancient,0.75,4,0.85,20,0.6,15
FOLHA AMARELA,Dust2,0.5,4,0.6666666666666666,18,0.875,16
FOLHA AMARELA,Nuke,1.0,2,0.5833333333333334,12,0.4166666666666667,12
FOLHA AMARELA,Overpass,0.5,2,0.5833333333333334,12,0.2727272727272727,11
FOREVERMENTIONE,Mirage,0.0,2,0.3,10,0.5,12
FOREVERMENTIONE,Nuke,1.0,2,0.4166666666666667,12,0.4,10
FORZE Reload,Ancient,0.5151515151515151,66,0.48985507246376814,345,0.5198863636363636,352
FORZE Reload,Anubis,0.53125,32,0.4438202247191011,178,0.593939393939394,165
FORZE Reload,Dust2,0.5128205128205128,78,0.5297029702970297,404,0.45584725536992843,419
FORZE Reload,Mirage,0.5434782608695652,46,0.5076923076923077,260,0.4900990099009901,202
FORZE Reload,Nuke,0.5,90,0.513978494623656,465,0.4456066945606695,478
FORZE Reload,Overpass,0.6,40,0.5517241379310345,203,0.5042735042735043,234
FORZE Reload,Train,0.5454545454545454,44,0.46153846153846156,208,0.5228215767634855,241
FORZE Reload,Vertigo,0.5,8,0.5217391304347826,46,0.525,40
FOXED,Ancient,0.5,4,0.4090909090909091,22,0.5833333333333334,24
FOXED,Anubis,0.5,4,0.6363636363636364,22,0.375,24
FOXED,Inferno,0.5,2,0.3333333333333333,12,0.375,8
FOXED,Train,0.5,2,0.5833333333333334,12,0.6666666666666666,9
FULL SEND,Ancient,0.375,8,0.5625,48,0.5,26
FULL SEND,Dust2,0.6,10,0.5384615384615384,39,0.4166666666666667,60
FULL SEND,Inferno,0.25,4,0.25,24,0.2727272727272727,11
FULL SEND,Mirage,0.3888888888888889,18,0.4861111111111111,72,0.5,108
FULL SEND,Nuke,0.3,10,0.5666666666666667,60,0.2765957446808511,47
FULL SEND,Overpass,0.5,4,0.4583333333333333,24,0.4,20
FULL SEND,Train,0.8333333333333334,6,0.5517241379310345,29,0.3055555555555556,36
FURIA,Ancient,1.0,2,0.5833333333333334,12,0.4166666666666667,12
FURIA,Anubis,0.5,56,0.43309859154929575,284,0.5551839464882943,299
FURIA,Dust2,0.49,100,0.5010615711252654,471,0.5600706713780919,566
FURIA,Inferno,0.5340909090909091,88,0.5173913043478261,460,0.5671981776765376,439
FURIA,Mirage,0.4673913043478261,92,0.49317738791423,513,0.468384074941452,427
FURIA,Nuke,0.53125,64,0.5619335347432024,331,0.4763231197771588,359
FURIA,Overpass,0.6428571428571429,14,0.547945205479452,73,0.5789473684210527,76
FURIA,Train,0.6428571428571429,42,0.5414364640883977,181,0.5469387755102041,245
FURIA,Vertigo,0.45,20,0.41237113402061853,97,0.5871559633027523,109
FURIA fe,Ancient,0.42857142857142855,42,0.5431472081218274,197,0.5786802030456852,197
FURIA fe,Anubis,0.631578947368421,38,0.5603864734299517,207,0.6987951807228916,166
FURIA fe,Dust2,0.5769230769230769,26,0.6106870229007634,131,0.5,122
FURIA fe,Inferno,0.5,22,0.33653846153846156,104,0.5478260869565217,115
FURIA fe,Mirage,0.5833333333333334,12,0.5972222222222222,72,0.48,50
FURIA fe,Nuke,0.35,40,0.4918918918918919,185,0.5232558139534884,172
FURIA fe,Overpass,1.0,2,0.9166666666666666,12,1.0,2
FURIA fe,Train,0.16666666666666666,6,0.5185185185185185,27,0.2777777777777778,36
FURIA fe,Vertigo,0.5,2,0.75,12,0.8,5
FURY,Ancient,0.35714285714285715,14,0.5396825396825397,63,0.46153846153846156,78
FURY,Anubis,0.25,4,0.6,15,0.7083333333333334,24
FURY,Dust2,0.4166666666666667,12,0.3548387096774194,62,0.36,50
FURY,Inferno,0.6,10,0.3584905660377358,53,0.4594594594594595,37
FURY,Nuke,0.375,16,0.475,80,0.45121951219512196,82
FURY,Overpass,0.6666666666666666,6,0.3888888888888889,36,0.44,25
FURY,Train,0.4,10,0.5365853658536586,41,0.4166666666666667,60
FUT,Ancient,0.6071428571428571,28,0.5460526315789473,152,0.45751633986928103,153
FUT,Dust2,0.5882352941176471,34,0.6059113300492611,203,0.42528735632183906,174
FUT,Inferno,0.4375,16,0.5730337078651685,89,0.5280898876404494,89
FUT,Mirage,0.5909090909090909,44,0.6540284360189573,211,0.5182186234817814,247
FUT,Nuke,0.4090909090909091,22,0.5403225806451613,124,0.4230769230769231,104
FUT,Overpass,0.625,8,0.4375,48,0.3235294117647059,34
FaZe,Ancient,0.5212765957446809,94,0.5142276422764228,492,0.5555555555555556,504
FaZe,Anubis,0.4791666666666667,48,0.492,250,0.5355648535564853,239
FaZe,Dust2,0.6,80,0.5253807106598984,394,0.5305164319248826,426
FaZe,Inferno,0.4411764705882353,68,0.4582210242587601,371,0.5252808988764045,356
FaZe,Mirage,0.5,78,0.5427251732101617,433,0.4987146529562982,389
FaZe,Nuke,0.5909090909090909,66,0.5146198830409356,342,0.47580645161290325,372
FaZe,Overpass,0.3333333333333333,6,0.5277777777777778,36,0.26666666666666666,30
FaZe,Train,0.625,8,0.5208333333333334,48,0.23333333333333334,30
Fake do Biru,Ancient,0.5,6,0.5833333333333334,36,0.6666666666666666,27
Fake do Biru,Anubis,0.625,8,0.358974358974359,39,0.5128205128205128,39
Fake do Biru,Dust2,0.6666666666666666,6,0.6538461538461539,26,0.5833333333333334,36
Fake do Biru,Inferno,0.5,10,0.5,60,0.46511627906976744,43
Fake do Biru,Mirage,0.5625,16,0.5857142857142857,70,0.5393258426966292,89
Fake do Biru,Nuke,0.3,10,0.4406779661016949,59,0.5892857142857143,56
Fake do Biru,Train,0.5,2,0.08333333333333333,12,0.3333333333333333,3
Falcons,Ancient,0.5641025641025641,78,0.5542168674698795,415,0.5673076923076923,416
Falcons,Anubis,0.3,20,0.5,108,0.46,100
Falcons,Dust2,0.42857142857142855,84,0.47901234567901235,405,0.515625,448
Falcons,Inferno,0.43333333333333335,60,0.45058139534883723,344,0.48,275
Falcons,Mirage,0.4827586206896552,58,0.5217391304347826,322,0.48951048951048953,286
Falcons,Nuke,0.46153846153846156,78,0.5528846153846154,416,0.49878345498783455,411
Falcons,Train,0.42857142857142855,42,0.5424528301886793,212,0.5,218
Falcons,Vertigo,0.5,16,0.631578947368421,95,0.3974358974358974,78
Famalicão,Ancient,0.375,8,0.34146341463414637,41,0.3684210526315789,38
Famalicão,Dust2,0.4375,16,0.34285714285714286,70,0.3764705882352941,85
Famalicão,Inferno,0.5,4,0.6,15,0.625,24
Famalicão,Mirage,0.5,2,0.3333333333333333,12,0.16666666666666666,6
Famalicão,Nuke,0.0,4,0.25,24,0.1111111111111111,9
Famalicão,Overpass,1.0,2,0.3333333333333333,12,0.16666666666666666,6
Famalicão,Train,0.5,2,0.7,10,0.5,12
Familia Maquininha,Anubis,0.0,2,0.2857142857142857,7,0.3333333333333333,12
Familia Maquininha,Dust2,0.75,8,0.3333333333333333,36,0.4166666666666667,48
Familia Maquininha,Inferno,0.3333333333333333,6,0.5185185185185185,27,0.5,28
Familia Maquininha,Mirage,0.16666666666666666,6,0.46153846153846156,26,0.3125,32
Familia Maquininha,Nuke,0.75,4,0.625,24,0.22727272727272727,22
Familia Maquininha,Train,1.0,2,0.4166666666666667,12,0.5,12
Fated Rise,Ancient,0.6666666666666666,6,0.5294117647058824,34,0.5769230769230769,26
Fated Rise,Anubis,0.0,4,0.42857142857142855,21,0.4583333333333333,24
Fated Rise,Dust2,0.3333333333333333,6,0.4642857142857143,28,0.2,30
Fated Rise,Inferno,0.5,4,0.625,24,0.6470588235294118,17
Fated Rise,Mirage,0.25,12,0.532258064516129,62,0.5538461538461539,65
Fated Rise,Nuke,0.5,2,0.8333333333333334,12,0.3333333333333333,9
